"g","mY","gY","mU","gU","mW","gW","e0","eP","eM","mUs"
0.0101281508795992,0.125,0.094965341812252,0.139796449742009,0.00257903320437976,0.692639373031163,8.12078093477559e-05,0.00010146041562905,0.0426013903663041,0.450804487676481,NA
0.00823950798444371,0.125,0.110163620228556,0.123580512132146,0.106677025114711,0.893164442004266,9.92913083412335e-05,0.000112763823932887,0.0436330183736332,0.541417082912518,NA
0.00938268231219809,0.125,0.103424359191923,0.124535261690294,0.0231657438306364,0.682815140119142,9.1809681552327e-05,9.96971796607812e-05,0.0375908966362763,0.58046280567917,NA
0.00969984090385143,0.125,0.125598602179953,0.132329978275631,0.0334070390863665,0.809073936880697,0.000104805021882257,9.10576509941001e-05,0.0400821207302274,0.512076806290154,NA
0.00764708912147357,0.125,0.124573039391439,0.114041447859902,0.0687726436922603,0.637426205566786,0.00010883624736629,9.79334739923592e-05,0.0341651586880533,0.519719363150843,NA
0.0101672906416144,0.125,0.102482565694943,0.140187419701738,0.0073028370279607,0.726621029425788,0.000100899287747176,0.000113176324523579,0.0299903984765868,0.499475232134076,NA
0.0104394812057409,0.125,0.113123435816908,0.150559639706047,0.0105845860238332,0.789654129725268,8.94390846287933e-05,8.33934939560233e-05,0.0288275391703629,0.480020992798358,NA
0.00907104307396583,0.125,0.0964310788664517,0.121144325451358,0.0293755636517169,0.804725442307748,0.00010736893860865,9.63628371493172e-05,0.0331812782212857,0.469881218968707,NA
0.0101916886873426,0.125,0.115812713990434,0.138583038712778,0.036815567099238,0.708423970579398,0.000107334257112056,7.26103558123867e-05,0.0383731908207343,0.626028318380705,NA
0.0100256556487003,0.125,0.0857493690093737,0.110098232714855,0.0100745112857088,0.705900021779353,0.000110511198963048,9.93455569731954e-05,0.0371177178315052,0.502613155774712,NA
0.0092014559507349,0.125,0.0793752706403378,0.110084881048906,0.0683960455541781,0.891232647979109,0.000101431703909549,8.51418993434781e-05,0.0376897189195296,0.577820367776437,NA
0.00973624010589832,0.125,0.109817206087964,0.117846979456838,0.0602291343994347,0.814578248345662,9.41700582216791e-05,0.000106674352970647,0.0392555728001455,0.492626097732475,NA
0.00844025472633393,0.125,0.105125346467238,0.107496720460707,0.0699458585419675,0.810880460451741,8.98635509964091e-05,0.000110863682713187,0.0398453306726562,0.493367322517559,NA
0.0097433347296977,0.125,0.0932422843560324,0.115618381990436,0.0120482403536346,0.680934503934772,0.00011037393213889,0.000124348475252385,0.0406633692167785,0.462115020146155,NA
0.0114646677832314,0.125,0.0994858018948122,0.118213830748611,0.0161181544701531,0.826195362709363,9.49084843847146e-05,0.000121088185357862,0.03432334372036,0.478953415958862,NA
0.0102905189404029,0.125,0.100618625385317,0.127742676538936,0.0470387902628281,0.636159740995231,8.91933259274108e-05,0.000112669048944158,0.0396330096722459,0.463715564244206,NA
0.010173343635978,0.125,0.103125934777911,0.105543389576798,0.0148874442139839,0.748290182308918,9.65877995638106e-05,8.57576890889303e-05,0.0347259410864331,0.514685822417301,NA
0.00878309167189774,0.125,0.097428187388763,0.121002034256323,0.0949770855199341,0.644286037359388,0.000102986558323365,9.81387982449275e-05,0.0383644103108322,0.494925162488566,NA
0.00908261103072046,0.125,0.0987998987013543,0.127132417682294,0.0616798065203405,0.66311821513236,8.2407099065138e-05,0.000102947919730709,0.0346098319964459,0.583035328907028,NA
0.00989788825463092,0.125,0.099487613912487,0.141902180943784,0.111498138401299,0.697964056122541,0.000101035538726429,0.000107532348936295,0.0345117839832035,0.526445673905329,NA
0.00824252806736651,0.125,0.0864693414533546,0.147012941631291,0.0284369945735889,0.72846037829383,9.28734936786904e-05,0.000105609400682223,0.0300690647728445,0.528600445242961,NA
0.00833939239929024,0.125,0.109811761794329,0.101376351964251,0.0168120487009903,0.772395819267304,0.000116426559668695,0.000101045910428232,0.0381009240509103,0.500039852015775,NA
0.0104422810326939,0.125,0.109718772954482,0.108806529027397,0.0604614338897675,0.776793100471867,9.39875979587577e-05,8.2173772668893e-05,0.03572321414491,0.508580294858174,NA
0.0101273506414112,0.125,0.102444666812543,0.135531383173667,0.117424431562475,0.685991801254197,0.000101072773683125,0.000102462820754381,0.0426248455328224,0.470446675094246,NA
0.00753765089280853,0.125,0.109685429750106,0.116485430253787,0.114624934108381,0.792861175038719,9.70508808448555e-05,0.000102997647745694,0.0426141838574528,0.547418036696377,NA
0.00888513098743711,0.125,0.101040092216233,0.133368205859768,0.036948063064548,0.783793903107684,0.00011796370051464,0.00011012699479067,0.0440436660343801,0.506398623042984,NA
0.00930246966512296,0.125,0.0831910925461491,0.1188504669741,0.0624919995624313,0.637250524713357,0.000114139092404987,0.000121419231584006,0.0391378091569211,0.509347409742945,NA
0.00898438502978071,0.125,0.105537184933272,0.142374539190492,0.0583359125139068,0.762999224219592,9.30037160857151e-05,9.14845522128875e-05,0.0451819329303917,0.497472282191351,NA
0.0103514346404137,0.125,0.093089438224695,0.132234824415409,0.0694828708121616,0.697718158417705,0.000109528520234357,0.000117672472574556,0.0378917385038189,0.481401761994321,NA
0.00971157028647011,0.125,0.093162455171431,0.11897505331581,0.057146884649864,0.775412917907717,9.80476020051161e-05,0.000116762099200363,0.0361817803093128,0.487172974475894,NA
0.0102724870953195,0.125,0.134424615155201,0.101622882677328,0.0679751007040315,0.709525484196534,8.20574334183194e-05,8.94974690472472e-05,0.0369344133091568,0.373177089320509,NA
0.00982324861257256,0.125,0.104252164982846,0.123242196594732,0.0923352980248672,0.774485558584695,0.000123071652783002,9.90594170875822e-05,0.0335663391045957,0.477158215312403,NA
0.01129037228786,0.125,0.113038774081817,0.12172760466163,0.00083935075489687,0.803717608643377,8.55466739044421e-05,0.000115160348276182,0.0326295904160928,0.455026004320236,NA
0.011271818580339,0.125,0.0915284970358172,0.13274430848207,0.0312435836188242,0.667919903028571,9.86721647164161e-05,8.69775081543641e-05,0.0408522141814843,0.507640675842881,NA
0.0111134876283882,0.125,0.0872172889879022,0.133516836432014,0.0944731597118922,0.7860923024517,9.91579951027017e-05,0.000101762590323211,0.0344931815727861,0.503440640724082,NA
0.0103086842556572,0.125,0.100517701040732,0.132814358370373,0.0530527249192479,0.643729319312992,8.94810325649756e-05,9.23268360464077e-05,0.0349278507133423,0.500688632978783,NA
0.0100681767278331,0.125,0.108107004033499,0.132197510116485,2.71625440105699e-05,0.701747895887152,9.84996486738817e-05,9.81512820630449e-05,0.0327388607440673,0.494565285372577,NA
0.00956429435606721,0.125,0.0995399413039287,0.132004340813868,0.0623512504081648,0.774360112890726,0.000109416779867276,0.000110751725130997,0.0386044021773075,0.496961143757288,NA
0.0109751830574882,0.125,0.0694267977476476,0.128814888045824,0.0454449220640084,0.697656888433068,8.67297772381668e-05,9.9924723165167e-05,0.0339740141264211,0.466309162774374,NA
0.00982069720712494,0.125,0.0955223404229245,0.0963492251211158,0.00397270455482289,0.68217133201783,8.05528597127548e-05,0.000104871572621242,0.0319104855121166,0.541637197850656,NA
0.0104613296644219,0.125,0.102050477677079,0.120489530276147,0.0350292159141755,0.800195559241464,0.000102492095736884,0.000106323184207572,0.0410879973412007,0.5035455684779,NA
0.00890096627409278,0.125,0.111742780784692,0.118396709245065,0.120012771654977,0.872925704875966,0.000103355683382806,9.53610920754605e-05,0.0395548886559906,0.512260096359892,NA
0.00763107465997864,0.125,0.114159636515246,0.128664548745871,0.100450810393104,0.779872160537706,7.31745653745635e-05,0.000104880456325298,0.0375914189250286,0.460286975459863,NA
0.00971251506608931,0.125,0.112376194653866,0.142095179762692,0.0469119204650834,0.703979797437064,0.000107341424901555,9.88270214179281e-05,0.0336347820779143,0.516553244202714,NA
0.0090768535875323,0.125,0.089520339659453,0.145614103595994,0.034852307364896,0.703769901225726,0.00011365845040784,0.000109103811155993,0.0357672358003576,0.476122115867436,NA
0.00863774774686706,0.125,0.101360324752484,0.129638395577973,0.0290975903198196,0.76657743898001,9.17147216905249e-05,0.000106458188457186,0.0394504998382793,0.433114106939296,NA
0.00874020966211464,0.125,0.0879266903208706,0.118077259474121,0.0219288815544097,0.875196229163857,0.00010006583358567,0.000112023403449937,0.0384959951487609,0.607969713985137,NA
0.0114604814522681,0.125,0.0927185205294746,0.13355993116479,0.0435212352673763,0.765874418942746,0.000104719057833964,8.83443296284249e-05,0.0402538371915258,0.525546403130565,NA
0.0118732074052585,0.125,0.093614726491713,0.123509854470952,0.0527246698069335,0.690478126387572,0.00011394941446809,0.000117143868677819,0.0448875630287021,0.491047773893766,NA
0.0101288978260294,0.125,0.0823579226201425,0.11943656731339,0.0423422597777468,0.786458634363825,0.000111038585027778,9.70325051810576e-05,0.0350050580461949,0.556656352259624,NA
